Year,State,State.abb,Age,Gender,New_heart_disease_crude_value,New_teeth_removal_value,New_dental_visit_value,New_grocery_stores_value,New_supercenter_value,New_convenience_stores_value,New_fastfood_restaurant_value,New_fullservice_restaurant_value,New_foodinsecurity_value,New_farmersmarket_value
2010,Massachusetts,MA,75-84,Female,1088.6,40.3,81.7,1962.1,230.88,4207.04,6580.12,6887.18,11.90,53.97
2010,Massachusetts,MA,55-64,Female,87.9,40.3,81.7,1961,230.74,4204.63,6576.58,6883.7,11.90,54.01
2010,Massachusetts,MA,75-84,Male,1657.4,40.3,81.7,1965.5,231.32,4214.48,6591.05,6897.91,11.90,54.06
2010,Massachusetts,MA,55-64,Male,231.8,40.3,81.7,1970.65,231.99,4225.76,6607.61,6914.2,11.90,54.1
2010,Massachusetts,MA,35-44,Male,34,40.3,81.7,1956.66,230.18,4195.11,6562.6,6869.94,11.90,54.14
2010,Massachusetts,MA,65-74,Female,286.4,40.3,81.7,1934.43,227.31,4146.44,6491.12,6799.65,11.90,54.18
2010,Massachusetts,MA,65-74,Male,553.3,40.3,81.7,1976.14,232.7,4237.78,6625.27,6931.57,11.90,54.22
2010,Massachusetts,MA,45-54,Female,34.7,40.3,81.7,2067.04,244.42,4436.8,6917.57,7219.01,11.90,54.26
2010,Michigan,MI,75-84,Female,1494.7,40.6,72.5,1949.63,229.28,4179.73,6540.02,6847.73,14.20,54.3
2010,Michigan,MI,85+,Female,6157.1,40.6,72.5,1472.15,167.66,3134.28,5004.56,5337.79,14.20,54.34
2010,Michigan,MI,55-64,Male,358,40.6,72.5,990.35,105.5,2079.37,3455.23,3814.19,14.20,54.39
2010,Michigan,MI,55-64,Female,166.9,40.6,72.5,866.33,89.49,1807.82,3056.4,3421.99,14.20,54.43
2010,Michigan,MI,35-44,Male,53.8,40.6,72.5,956.06,101.07,2004.29,3344.96,3705.76,14.20,54.47
2010,Michigan,MI,65-74,Female,434.7,40.6,72.5,999.62,106.69,2099.67,3485.04,3843.51,14.20,54.51
2010,Michigan,MI,45-54,Female,70.5,40.6,72.5,977.86,103.89,2052.02,3415.06,3774.7,14.20,54.55
2010,Michigan,MI,35-44,Female,26.2,40.6,72.5,963.37,102.02,2020.29,3368.47,3728.88,14.20,54.59
2010,Michigan,MI,75-84,Male,2081.3,40.6,72.5,968.36,102.66,2031.21,3384.5,3744.64,14.20,54.64
2010,Michigan,MI,65-74,Male,748.5,40.6,72.5,972.97,103.25,2041.32,3399.34,3759.23,14.20,54.68
2010,Michigan,MI,85+,Male,6783.2,40.6,72.5,971.92,103.12,2039.03,3395.97,3755.92,14.20,54.72
2010,Michigan,MI,45-54,Male,160.3,40.6,72.5,970.52,102.94,2035.92,3391.44,3751.48,14.20,54.76
2010,Minnesota,MN,65-74,Male,469.8,32.6,78.9,970.71,102.96,2036.33,3392.06,3752.11,10.20,54.8
2010,Minnesota,MN,75-84,Male,1415.1,32.6,78.9,971.09,103.01,2037.26,3393.3,3753.25,10.20,54.85
2010,Minnesota,MN,35-44,Male,29.7,32.6,78.9,971.02,103.01,2037.21,3393.11,3753,10.20,54.89
2010,Minnesota,MN,45-54,Male,98.5,32.6,78.9,971.05,103,2036.95,3393.13,3753.24,10.20,54.93
2010,Minnesota,MN,45-54,Female,32.9,32.6,78.9,971.25,103.02,2036.95,3393.68,3754.08,10.20,54.97
2010,Minnesota,MN,85+,Male,5063.1,32.6,78.9,970.82,102.99,2037,3392.51,3752.25,10.20,55.02
2010,Minnesota,MN,35-44,Female,11.2,32.6,78.9,969.98,102.93,2036.97,3390.16,3748.69,10.20,55.06
2010,Minnesota,MN,85+,Female,4447.4,32.6,78.9,971.31,103.02,2037.01,3393.86,3754.3,10.20,55.1
2010,Minnesota,MN,65-74,Female,243.5,32.6,78.9,974.7,103.26,2037.19,3403.31,3768.62,10.20,55.14
2010,Minnesota,MN,55-64,Male,189.7,32.6,78.9,971.06,103,2037,3393.18,3753.27,10.20,55.19
2010,Minnesota,MN,75-84,Female,931.3,32.6,78.9,957.98,102.09,2036.33,3356.71,3698,10.20,55.23
2010,Minnesota,MN,55-64,Female,70.9,32.6,78.9,966.92,102.71,2036.79,3381.62,3735.75,10.20,55.27
2010,Mississippi,MS,35-44,Female,48.5,56.1,58.1,1015.73,106.12,2039.32,3517.72,3942,19.20,55.31
2010,Mississippi,MS,55-64,Female,257.1,56.1,58.1,998.03,104.89,2038.4,3468.37,3867.21,19.20,55.36
2010,Mississippi,MS,75-84,Female,1840.4,56.1,58.1,795.27,90.72,2027.88,2902.98,3010.43,19.20,55.4
2010,Mississippi,MS,85+,Male,6622.7,56.1,58.1,529.86,72.18,2014.11,2162.92,1888.95,19.20,55.44
2010,Mississippi,MS,55-64,Male,536.6,56.1,58.1,416.98,64.3,2008.25,1848.15,1411.95,19.20,55.48
2010,Mississippi,MS,65-74,Male,1021.1,56.1,58.1,448.69,66.51,2009.89,1936.57,1545.94,19.20,55.53
2010,Mississippi,MS,35-44,Male,87.4,56.1,58.1,483.51,68.94,2011.7,2033.68,1693.1,19.20,55.57
2010,Mississippi,MS,65-74,Female,641.2,56.1,58.1,477.26,68.51,2011.38,2016.24,1666.68,19.20,55.61
2010,Mississippi,MS,85+,Female,6559.6,56.1,58.1,466.69,67.77,2010.83,1986.78,1622.02,19.20,55.66
2010,Mississippi,MS,75-84,Male,2576.7,56.1,58.1,467.65,67.84,2010.88,1989.44,1626.06,19.20,55.7
2010,Mississippi,MS,45-54,Female,137.4,56.1,58.1,470.77,68.05,2011.04,1998.14,1639.24,19.20,55.74
2010,Mississippi,MS,45-54,Male,273.4,56.1,58.1,470.74,68.05,2011.05,1998.06,1639.12,19.20,55.78
2010,Missouri,MO,55-64,Male,374.8,46.7,64.3,469.83,67.99,2010.98,1995.53,1635.29,16.00,55.83
2010,Missouri,MO,35-44,Female,26.8,46.7,64.3,469.75,67.98,2010.96,1995.3,1634.95,16.00,55.87
2010,Missouri,MO,65-74,Male,759.6,46.7,64.3,470.04,68,2011.02,1996.12,1636.17,16.00,55.91
2010,Missouri,MO,55-64,Female,170.5,46.7,64.3,470.16,68.01,2011.11,1996.49,1636.69,16.00,55.96
2010,Missouri,MO,65-74,Female,458.6,46.7,64.3,469.98,68,2010.98,1995.95,1635.93,16.00,56
2010,Missouri,MO,45-54,Female,84.6,46.7,64.3,469.66,67.97,2010.62,1994.85,1634.43,16.00,56.04
2010,Missouri,MO,85+,Female,5952,46.7,64.3,469.95,67.99,2010.94,1995.82,1635.76,16.00,56.09
2010,Missouri,MO,45-54,Male,172.3,46.7,64.3,471.13,68.12,2012.33,1999.84,1641.23,16.00,56.13
2010,Missouri,MO,85+,Male,6685.1,46.7,64.3,470.51,68.05,2011.6,1997.72,1638.34,16.00,56.18
2010,Missouri,MO,75-84,Male,2014.2,46.7,64.3,466.18,67.61,2006.48,1983,1618.32,16.00,56.22
2010,Missouri,MO,35-44,Male,54.6,46.7,64.3,467.16,67.71,2007.64,1986.34,1622.85,16.00,56.26
2010,Missouri,MO,75-84,Female,1456.6,46.7,64.3,482.61,69.29,2025.94,2038.96,1694.44,16.00,56.31
2010,Montana,MT,65-74,Female,306.3,44.3,61.1,483.38,69.37,2026.84,2041.56,1697.98,14.50,56.35
2010,Montana,MT,35-44,Male,47.2,44.3,61.1,429.58,63.85,1963.13,1858.36,1448.74,14.50,56.39
2010,Montana,MT,45-54,Male,129.8,44.3,61.1,412.31,62.08,1942.68,1799.53,1368.71,14.50,56.44
2010,Montana,MT,65-74,Male,608.5,44.3,61.1,604.28,81.77,2170.03,2453.29,2258.12,14.50,56.48
2010,Montana,MT,45-54,Female,51.4,44.3,61.1,942.63,116.47,2570.73,3605.52,3825.7,14.50,56.53
2010,Montana,MT,85+,Male,5915.1,44.3,61.1,1147.98,137.54,2813.93,4304.83,4777.09,14.50,56.57
2010,Montana,MT,55-64,Female,100.1,44.3,61.1,1137.93,136.51,2802.03,4270.61,4730.54,14.50,56.61
2010,Montana,MT,55-64,Male,265.9,44.3,61.1,1081.98,130.77,2735.76,4080.06,4471.3,14.50,56.66
2010,Montana,MT,85+,Female,4867.4,44.3,61.1,1080.52,130.62,2734.03,4075.09,4464.55,14.50,56.7
2010,Montana,MT,75-84,Male,1752.7,44.3,61.1,1096.37,132.24,2752.81,4129.07,4537.98,14.50,56.75
2010,Montana,MT,75-84,Female,1178.1,44.3,61.1,1098.02,132.41,2754.77,4134.7,4545.63,14.50,56.79
2010,Nebraska,NE,65-74,Male,646.4,39.8,69.5,1093.65,131.96,2749.58,4119.81,4525.38,13.30,56.83
2010,Nebraska,NE,45-54,Female,46.4,39.8,69.5,1092.82,131.88,2748.59,4116.99,4521.55,13.30,56.88
2010,Nebraska,NE,45-54,Male,116.7,39.8,69.5,1094,132,2750,4121,4527,13.30,56.92
2010,Nebraska,NE,85+,Male,5895.2,39.8,69.5,1094.36,132.04,2750.48,4122.25,4528.66,13.30,56.97
2010,Nebraska,NE,55-64,Female,101.8,39.8,69.5,1094.04,132,2750.06,4121.14,4527.17,13.30,57.01
2010,Nebraska,NE,85+,Female,5328.5,39.8,69.5,1093.8,131.98,2749.6,4120.27,4526.14,13.30,57.06
2010,Nebraska,NE,35-44,Female,4358.22,39.8,69.5,1093.92,131.99,2749.81,4120.7,4526.67,13.30,57.1
2010,Nebraska,NE,35-44,Male,30.4,39.8,69.5,1094.38,132.05,2750.99,4122.5,4528.56,13.30,57.15
2010,Nebraska,NE,65-74,Female,317.1,39.8,69.5,1094.32,132.04,2750.86,4122.28,4528.31,13.30,57.19
2010,Nebraska,NE,55-64,Male,241.6,39.8,69.5,1092.84,131.85,2746.85,4116.38,4522.27,13.30,57.24
2010,Nebraska,NE,75-84,Female,1244,39.8,69.5,1092.59,131.81,2746.15,4115.36,4521.23,13.30,57.28
2010,Nebraska,NE,75-84,Male,1743.3,39.8,69.5,1097.62,132.48,2759.91,4135.49,4541.82,13.30,57.32
2010,Nevada,NV,65-74,Male,791.9,43.2,67.2,1099.9,132.78,2766.12,4144.59,4551.11,15.30,57.37
2010,Nevada,NV,45-54,Female,80.6,43.2,67.2,1083.08,130.56,2720.14,4077.32,4482.35,15.30,57.41
2010,Nevada,NV,65-74,Female,409.2,43.2,67.2,1070.45,128.89,2685.58,4026.77,4430.68,15.30,57.46
2010,Nevada,NV,35-44,Male,48.7,43.2,67.2,1124.96,136.09,2834.71,4244.9,4653.64,15.30,57.5
2010,Nevada,NV,45-54,Male,159.7,43.2,67.2,1184.82,144.01,2998.44,4484.38,4898.42,15.30,57.55
2010,Nevada,NV,55-64,Female,180.3,43.2,67.2,1012.45,121.22,2526.92,3794.71,4193.49,15.30,57.59
2010,Nevada,NV,85+,Female,5133,43.2,67.2,569.38,62.63,1314.88,2021.89,2381.44,15.30,57.64
2010,Nevada,NV,75-84,Male,2028.4,43.2,67.2,211.13,15.26,334.88,588.48,916.3,15.30,57.68
2010,Nevada,NV,75-84,Female,1428.3,43.2,67.2,167.83,9.53,216.43,415.24,739.23,15.30,57.73
2010,Nevada,NV,55-64,Male,403.3,43.2,67.2,250.68,20.49,443.07,746.72,1078.05,15.30,57.77
2010,Nevada,NV,85+,Male,5645.8,43.2,67.2,269.75,23.01,495.24,823.04,1156.06,15.30,57.82
2010,Nevada,NV,35-44,Female,29.1,43.2,67.2,247.92,20.12,435.52,735.69,1066.77,15.30,57.87
2010,New Hampshire,NH,35-44,Male,27.1,41.7,76.7,240.61,19.16,415.52,706.44,1036.87,9.60,57.91
2010,New Hampshire,NH,65-74,Male,577,41.7,76.7,246.16,19.89,430.71,728.65,1059.58,9.60,57.96
2010,New Hampshire,NH,85+,Female,5092.8,41.7,76.7,248.75,20.23,437.78,738.99,1070.16,9.60,58
2010,New Hampshire,NH,75-84,Female,1158.3,41.7,76.7,247.39,20.05,434.08,733.58,1064.62,9.60,58.05
2010,New Hampshire,NH,85+,Male,6272.5,41.7,76.7,246.55,19.94,431.76,730.18,1061.12,9.60,58.09
2010,New Hampshire,NH,45-54,Female,24.6,41.7,76.7,246.86,19.98,432.62,731.44,1062.4,9.60,58.14
2010,New Hampshire,NH,75-84,Male,1608.6,41.7,76.7,247.06,20.01,433.2,732.3,1063.38,9.60,58.18
2010,New Hampshire,NH,55-64,Male,225,41.7,76.7,246.97,20,432.96,731.95,1063.06,9.60,58.23
2010,New Hampshire,NH,65-74,Female,327.1,41.7,76.7,247.17,20.02,433.33,732.47,1063.25,9.60,58.28
2010,New Hampshire,NH,45-54,Male,85.8,41.7,76.7,247.35,20.04,433.72,733.02,1063.62,9.60,58.32
2010,New Hampshire,NH,55-64,Female,73.1,41.7,76.7,246.43,19.93,431.8,730.3,1061.93,9.60,58.37
2010,New Jersey,NJ,85+,Female,5783.1,46.5,76,245.57,19.82,429.99,727.73,1060.3,12.30,58.41
2010,New Jersey,NJ,85+,Male,6691.9,46.5,76,248.58,20.2,436.33,736.72,1065.99,12.30,58.46
2010,New Jersey,NJ,65-74,Male,652.1,46.5,76,252.46,20.69,444.52,748.31,1073.33,12.30,58.5
2010,New Jersey,NJ,45-54,Male,123.1,46.5,76,243.19,19.52,424.96,720.62,1055.79,12.30,58.55
2010,New Jersey,NJ,55-64,Female,127.6,46.5,76,226.8,17.44,390.36,671.62,1024.74,12.30,58.6
2010,New Jersey,NJ,55-64,Male,275.2,46.5,76,253.95,20.88,447.68,752.79,1076.17,12.30,58.64
2010,New Jersey,NJ,75-84,Male,1960.2,46.5,76,347.84,32.81,645.88,1033.45,1254.01,12.30,58.69
2010,New Jersey,NJ,35-44,Male,36.7,46.5,76,436.41,44.05,832.87,1298.23,1421.78,12.30,58.73
2010,New Jersey,NJ,75-84,Female,1329.5,46.5,76,455.43,46.47,873.01,1355.07,1457.8,12.30,58.78
2010,New Jersey,NJ,35-44,Female,18.1,46.5,76,437.6,44.2,835.38,1301.78,1424.03,12.30,58.83
2010,New Jersey,NJ,45-54,Female,43.9,46.5,76,430.6,43.31,820.61,1280.87,1410.78,12.30,58.87
2010,New Jersey,NJ,65-74,Female,339.1,46.5,76,435.05,43.88,830.01,1294.18,1419.21,12.30,58.92
2010,New Mexico,NM,65-74,Male,525.8,41.9,67.2,437.46,44.19,835.09,1301.37,1423.77,16.50,58.97
2010,New Mexico,NM,45-54,Female,46.9,41.9,67.2,436.4,44.05,832.85,1298.2,1421.76,16.50,59.01
2010,New Mexico,NM,35-44,Male,30.7,41.9,67.2,435.61,43.95,831.19,1295.85,1420.27,16.50,59.06
2010,New Mexico,NM,35-44,Female,1545.92,41.9,67.2,435.85,43.98,831.69,1296.56,1420.72,16.50,59.11
2010,New Mexico,NM,75-84,Male,1560.4,41.9,67.2,436.1,44.01,832.21,1297.28,1421.18,16.50,59.15
2010,New Mexico,NM,55-64,Male,263.4,41.9,67.2,436.05,44.01,832.1,1297.12,1421.09,16.50,59.2
2010,New Mexico,NM,85+,Female,5330.6,41.9,67.2,435.97,44,831.96,1296.99,1420.97,16.50,59.24
2010,New Mexico,NM,75-84,Female,1208.4,41.9,67.2,435.97,44,831.98,1297.07,1421.01,16.50,59.29
2010,New Mexico,NM,45-54,Male,128.8,41.9,67.2,436.03,44,831.99,1296.85,1420.95,16.50,59.34
2010,New Mexico,NM,55-64,Female,114.9,41.9,67.2,436.06,44,831.95,1296.53,1420.84,16.50,59.39
2010,New Mexico,NM,65-74,Female,326.1,41.9,67.2,435.95,44,832.06,1297.43,1421.15,16.50,59.43
2010,New Mexico,NM,85+,Male,5142.4,41.9,67.2,435.79,44,832.24,1298.8,1421.62,16.50,59.48
2010,New York,NY,75-84,Male,2019.1,51.1,72.5,436.11,44,831.87,1296.05,1420.67,13.30,59.53
2010,New York,NY,85+,Male,6751.6,51.1,72.5,436.78,43.99,831.12,1290.39,1418.7,13.30,59.57
2010,New York,NY,75-84,Female,1407.8,51.1,72.5,435.85,44,832.17,1298.25,1421.43,13.30,59.62
2010,New York,NY,85+,Female,6231.1,51.1,72.5,433.21,44.03,835.14,1320.64,1429.2,13.30,59.67
2010,New York,NY,55-64,Male,299.9,51.1,72.5,435.66,44,832.38,1299.85,1421.99,13.30,59.71
2010,New York,NY,35-44,Female,18.1,51.1,72.5,445.73,43.91,821.04,1214.49,1392.36,13.30,59.76
2010,New York,NY,35-44,Male,41.2,51.1,72.5,440.02,43.96,827.47,1262.92,1409.17,13.30,59.81
2010,New York,NY,55-64,Female,133.3,51.1,72.5,395.97,44.39,877.08,1636.27,1538.75,13.30,59.85
2010,New York,NY,45-54,Male,126.1,51.1,72.5,342.3,44.91,937.53,2091.19,1696.65,13.30,59.9
2010,New York,NY,65-74,Male,704.2,51.1,72.5,321.93,45.11,960.46,2263.81,1756.56,13.30,59.95
2010,New York,NY,65-74,Female,393.2,51.1,72.5,329.4,45.03,952.06,2200.53,1734.6,13.30,60
2010,New York,NY,45-54,Female,50,51.1,72.5,335.88,44.97,944.75,2145.57,1715.52,13.30,60.04
2010,North Carolina,NC,35-44,Male,44,46.7,68.4,334.28,44.99,946.55,2159.12,1720.22,17.10,60.09
2010,North Carolina,NC,85+,Male,5911.1,46.7,68.4,332.27,45.01,948.82,2176.15,1726.13,17.10,60.14
2010,North Carolina,NC,35-44,Female,22.7,46.7,68.4,332.57,45,948.48,2173.64,1725.26,17.10,60.19
2010,North Carolina,NC,75-84,Female,1380.5,46.7,68.4,333.17,45,947.8,2168.52,1723.48,17.10,60.23
2010,North Carolina,NC,65-74,Female,404.3,46.7,68.4,333.14,45,947.84,2168.83,1723.59,17.10,60.28
2010,North Carolina,NC,55-64,Female,163.2,46.7,68.4,332.96,45,948.05,2170.35,1724.12,17.10,60.33
2010,North Carolina,NC,45-54,Male,150.9,46.7,68.4,332.96,45,948.06,2170.4,1724.14,17.10,60.38
2010,North Carolina,NC,75-84,Male,1928,46.7,68.4,333.01,45,947.98,2169.9,1723.96,17.10,60.42
2010,North Carolina,NC,45-54,Female,71.4,46.7,68.4,333,45,947.95,2169.73,1723.89,17.10,60.47
2010,North Carolina,NC,55-64,Male,360.4,46.7,68.4,333,45,948.01,2170.07,1724.03,17.10,60.52
2010,North Carolina,NC,65-74,Male,764.8,46.7,68.4,333.04,45.01,948.13,2170.63,1724.26,17.10,60.57
2010,North Carolina,NC,85+,Female,5145.1,46.7,68.4,333,45,947.99,2169.98,1723.99,17.10,60.61
2010,North Dakota,ND,55-64,Male,271.9,45.2,72.6,332.86,44.96,947.55,2167.88,1723.1,7.80,60.66
2010,North Dakota,ND,35-44,Male,51.5,45.2,72.6,332.96,44.99,947.88,2169.45,1723.77,7.80,60.71
2010,North Dakota,ND,55-64,Female,132.9,45.2,72.6,333.48,45.13,949.55,2177.28,1727.1,7.80,60.76
2010,North Dakota,ND,45-54,Female,410.35,45.2,72.6,333.26,45.07,948.85,2173.99,1725.7,7.80,60.81
2010,North Dakota,ND,65-74,Male,687.8,45.2,72.6,331.38,44.56,942.8,2145.52,1713.57,7.80,60.85
2010,North Dakota,ND,85+,Male,5760.4,45.2,72.6,331.62,44.63,943.58,2149.22,1715.15,7.80,60.9
2010,North Dakota,ND,75-84,Male,2029.2,45.2,72.6,338.32,46.44,965.03,2250.14,1758.14,7.80,60.95
2010,North Dakota,ND,45-54,Male,108.7,45.2,72.6,339.27,46.69,968.08,2264.48,1764.25,7.80,61
2010,North Dakota,ND,65-74,Female,328.7,45.2,72.6,314.5,40,888.75,1891.25,1605.25,7.80,61.05
2010,North Dakota,ND,85+,Female,5517.5,45.2,72.6,274.39,29.16,760.3,1286.93,1347.8,7.80,61.09
2010,North Dakota,ND,75-84,Female,960.1,45.2,72.6,252.05,23.12,688.75,950.34,1204.42,7.80,61.14
2010,Ohio,OH,55-64,Male,364,45,71.5,254.32,23.74,696.01,984.49,1218.96,15.50,61.19
2010,Ohio,OH,65-74,Female,441.1,45,71.5,260.62,25.44,716.2,1079.49,1259.43,15.50,61.24
2010,Ohio,OH,35-44,Male,51.6,45,71.5,260.46,25.4,715.7,1077.1,1258.4,15.50,61.29
2010,Ohio,OH,55-64,Female,161.3,45,71.5,258.66,24.91,709.88,1049.74,1246.77,15.50,61.34
2010,Ohio,OH,65-74,Male,759.2,45,71.5,258.58,24.88,709.59,1048.35,1246.2,15.50,61.38
2010,Ohio,OH,45-54,Male,160.2,45,71.5,259.05,25.02,711.2,1055.94,1249.38,15.50,61.43
2010,Ohio,OH,45-54,Female,68.9,45,71.5,259.04,25.03,711.37,1056.77,1249.62,15.50,61.48
2010,Ohio,OH,35-44,Female,25.8,45,71.5,259.01,25,710.99,1054.93,1249,15.50,61.53
2010,Ohio,OH,75-84,Male,2041.8,45,71.5,259.3,25,711.08,1055.21,1249.55,15.50,61.58
2010,Ohio,OH,85+,Male,6510.4,45,71.5,259.03,25,711.02,1055.06,1249.07,15.50,61.63
2010,Ohio,OH,85+,Female,5738.1,45,71.5,257.83,24.98,710.33,1052.43,1246.31,15.50,61.68
2010,Ohio,OH,75-84,Female,1459.3,45,71.5,258.54,24.99,710.73,1053.94,1247.92,15.50,61.72
2010,Oklahoma,OK,55-64,Male,465.9,49.5,57.2,263.03,25.06,713.38,1064.29,1258.41,14.70,61.77
2010,Oklahoma,OK,35-44,Female,31.5,49.5,57.2,261.77,25.04,712.64,1061.4,1255.48,14.70,61.82
2010,Oklahoma,OK,45-54,Female,109.5,49.5,57.2,245.61,24.78,703.05,1023.99,1217.66,14.70,61.87
2010,Oklahoma,OK,45-54,Male,205.6,49.5,57.2,245.64,24.78,703.07,1024.04,1217.72,14.70,61.92
2010,Oklahoma,OK,65-74,Male,836.7,49.5,57.2,302.18,25.7,736.63,1155.04,1350.09,14.70,61.97
2010,Oklahoma,OK,35-44,Male,77.5,49.5,57.2,317.41,25.94,745.67,1190.33,1385.74,14.70,62.02
2010,Oklahoma,OK,65-74,Female,582.5,49.5,57.2,124.81,22.83,631.36,744.11,934.88,14.70,62.07
2010,Oklahoma,OK,75-84,Male,2307.1,49.5,57.2,18.68,21.11,568.37,498.22,686.44,14.70,62.11
2010,Oklahoma,OK,75-84,Female,1697.6,49.5,57.2,678.21,31.78,959.81,2026.26,2230.34,14.70,62.16
2010,Oklahoma,OK,85+,Male,7084.1,49.5,57.2,1978.77,52.82,1731.73,5039.5,5274.87,14.70,62.21
2010,Oklahoma,OK,55-64,Female,228.7,49.5,57.2,2850.79,66.92,2249.31,7059.87,7316.22,14.70,62.26
2010,Oklahoma,OK,85+,Female,6660.1,49.5,57.2,2859.91,67.07,2254.72,7081,7337.57,14.70,62.31
2010,Oregon,OR,65-74,Female,300.7,37.2,70.4,2633.29,63.41,2120.21,6555.95,6807.06,13.60,62.36
2010,Oregon,OR,45-54,Female,35.1,37.2,70.4,2613.09,63.08,2108.22,6509.15,6759.78,13.60,62.41
2010,Oregon,OR,55-64,Female,89.9,37.2,70.4,2675.88,64.1,2145.49,6654.62,6906.76,13.60,62.46
2010,Oregon,OR,55-64,Male,212.8,37.2,70.4,2686.62,64.27,2151.87,6679.52,6931.92,13.60,62.51
2010,Oregon,OR,85+,Female,4937.4,37.2,70.4,2669.72,64,2141.83,6640.35,6892.34,13.60,62.56
2010,Oregon,OR,35-44,Male,28.8,37.2,70.4,2665.24,63.92,2139.17,6629.97,6881.85,13.60,62.61
2010,Oregon,OR,75-84,Female,1151.8,37.2,70.4,2669.66,63.99,2141.8,6640.21,6892.2,13.60,62.66
2010,Oregon,OR,65-74,Male,553.8,37.2,70.4,2671.4,64.02,2142.83,6644.23,6896.28,13.60,62.71
2010,Oregon,OR,45-54,Male,102.1,37.2,70.4,2670.26,64,2142.15,6641.59,6893.6,13.60,62.76
2010,Oregon,OR,85+,Male,5781.6,37.2,70.4,2669.37,63.99,2141.64,6639.57,6891.52,13.60,62.8
2010,Oregon,OR,35-44,Female,8.9,37.2,70.4,2669.68,64,2141.82,6640.29,6892.25,13.60,62.85
2010,Oregon,OR,75-84,Male,1636.3,37.2,70.4,2670.99,64.01,2142.55,6643.17,6895.31,13.60,62.9
2010,Pennsylvania,PA,45-54,Female,58.6,51.5,72.3,2671.08,64.01,2142.59,6643.34,6895.5,12.50,62.95
2010,Pennsylvania,PA,35-44,Female,21.4,51.5,72.3,2667.12,63.98,2140.42,6634.76,6886.32,12.50,63
2010,Pennsylvania,PA,85+,Male,6498.2,51.5,72.3,2665.58,63.96,2139.57,6631.42,6882.75,12.50,63.05
2010,Pennsylvania,PA,75-84,Female,1392.3,51.5,72.3,2678.69,64.07,2146.77,6659.83,6913.15,12.50,63.1
2010,Pennsylvania,PA,55-64,Female,132.6,51.5,72.3,2687.75,64.15,2151.74,6679.47,6934.17,12.50,63.15
2010,Pennsylvania,PA,65-74,Female,399.9,51.5,72.3,2645.03,63.79,2128.3,6586.9,6835.1,12.50,63.2
2010,Pennsylvania,PA,85+,Female,5640.6,51.5,72.3,2601.14,63.43,2104.22,6491.8,6733.32,12.50,63.25
2010,Pennsylvania,PA,65-74,Male,727.1,51.5,72.3,2735.81,64.55,2178.11,6783.59,7045.61,12.50,63.3
2010,Pennsylvania,PA,75-84,Male,2002.8,51.5,72.3,2929.3,66.16,2284.26,7202.82,7494.26,12.50,63.35
2010,Pennsylvania,PA,35-44,Male,40.8,51.5,72.3,2520.3,62.76,2059.87,6316.66,6545.89,12.50,63.4
2010,Pennsylvania,PA,55-64,Male,311.8,51.5,72.3,1293.41,52.56,1386.76,3658.39,3700.98,12.50,63.45
2010,Pennsylvania,PA,45-54,Male,141.1,51.5,72.3,212.18,43.57,793.57,1315.73,1193.85,12.50,63.5
2010,Rhode Island,RI,35-44,Female,109.3,42.2,78.1,25.51,42.02,691.16,911.28,761,15.50,63.55
2010,Rhode Island,RI,65-74,Male,665.6,42.2,78.1,258.3,43.95,818.87,1415.65,1300.78,15.50,63.6
2010,Rhode Island,RI,85+,Male,5921.3,42.2,78.1,331.27,44.56,858.9,1573.74,1469.97,15.50,63.65
2010,Rhode Island,RI,45-54,Female,37,42.2,78.1,271.64,44.06,826.19,1444.56,1331.72,15.50,63.7
2010,Rhode Island,RI,65-74,Female,349.3,42.2,78.1,245.45,43.85,811.82,1387.81,1270.99,15.50,63.75
2010,Rhode Island,RI,75-84,Female,1254.4,42.2,78.1,260.12,43.97,819.87,1419.61,1305.02,15.50,63.8
2010,Rhode Island,RI,35-44,Male,29.9,42.2,78.1,269.06,44.04,824.77,1438.91,1325.69,15.50,63.85
2010,Rhode Island,RI,75-84,Male,1840.7,42.2,78.1,265.63,44.01,822.89,1431.48,1317.73,15.50,63.9
2010,Rhode Island,RI,45-54,Male,115.8,42.2,78.1,262.45,43.99,821.17,1424.81,1310.54,15.50,63.95
2010,Rhode Island,RI,55-64,Male,227.4,42.2,78.1,263.12,43.99,821.54,1426.3,1312.12,15.50,64
2010,Rhode Island,RI,85+,Female,5071.8,42.2,78.1,265.09,44.01,822.54,1429.87,1316.13,15.50,64.05
2010,South Carolina,SC,55-64,Female,193.3,50.9,63.4,265.53,44.02,822.74,1430.44,1316.84,14.80,64.1
2010,South Carolina,SC,85+,Male,5870.8,50.9,63.4,261.66,43.98,820.88,1424.4,1309.76,14.80,64.15
2010,South Carolina,SC,75-84,Female,1398.6,50.9,63.4,258.65,43.94,819.44,1419.85,1304.36,14.80,64.21
2010,South Carolina,SC,55-64,Male,461.1,50.9,63.4,270.29,44.06,825.01,1437.54,1325.3,14.80,64.26
2010,South Carolina,SC,75-84,Male,1991.2,50.9,63.4,284.25,44.21,831.68,1458.71,1350.38,14.80,64.31
2010,South Carolina,SC,65-74,Male,800.9,50.9,63.4,248.43,43.84,814.56,1404.4,1286.04,14.80,64.36
2010,South Carolina,SC,85+,Female,4861.5,50.9,63.4,188.74,43.22,786.05,1313.94,1178.86,14.80,64.41
